id	aut	value1	value2	region	norm_region	country	country_code	city	address	source_description
1273:22020	1273	1273	22020		Europe	Andorra	020			peer route|<country>andorra|<region>europe
1273:22492	1273	1273	22492		Europe	Monaco	492			peer route|<country>monaco|<region>europe
1273:22578	1273	1273	22578		Europe	Norway	578			peer route|<country>norway|<region>europe
1273:22724	1273	1273	22724		Europe	Spain	724			peer route|<country>spain|<region>europe
1273:22756	1273	1273	22756		Europe	Switzerland	756			peer route|<country>switzerland|<region>europe
1273:22380	1273	1273	22380		Europe	Italy	380			peer route|<country>italy|<region>europe
1273:22292	1273	1273	22292		Europe	Gibiltar	292			peer route|<country>gibraltar|<region>europe
1273:22826	1273	1273	22826		Europe	United Kingdom	826			peer route|<country>united kingdom|<region>europe
1273:22674	1273	1273	22674		Europe	San Marino	674			peer route|<country>san marino|<region>europe
1273:22620	1273	1273	22620		Europe	Portugal	620			peer route|<country>portugal|<region>europe
1273:22233	1273	1273	22233		Europe	Estonia	233			peer route|<country>estonia|<region>europe
1273:22250	1273	1273	22250		Europe	France	250			peer route|<country>france|<region>europe
1273:22112	1273	1273	22112		Europe	Belarus	112			peer route|<country>belarus|<region>europe
1273:22276	1273	1273	22276		Europe	Germany	276			peer route|<country>germany|<region>europe
1273:22498	1273	1273	22498		Europe	Moldova republic of	498			peer route|<country>moldova, republic of|<region>europe
1273:22070	1273	1273	22070		Europe	Bosnia and Herzegowina	070			peer route|<country>bosnia and herzegowina|<region>europe
1273:22428	1273	1273	22428		Europe	Latvia	428			peer route|<country>latvia|<region>europe
1273:22744	1273	1273	22744		Europe	Svalbard and Jan Mayen islands	744			peer route|<country>svalbard and jan mayen islands|<region>europe
1273:22807	1273	1273	22807		Europe	Macedonia FYROM	807			peer route|<country>macedonia, former yugoslav republic of|<region>europe
1273:22040	1273	1273	22040		Europe	Austria	040			peer route|<country>austria|<region>europe
1273:22705	1273	1273	22705		Europe	Slovenia	705			peer route|<country>slovenia|<region>europe
1273:22208	1273	1273	22208		Europe	Denmark	208			peer route|<country>denmark|<region>europe
1273:22008	1273	1273	22008		Europe	Albania	008			peer route|<country>albania|<region>europe
1273:22203	1273	1273	22203		Europe	Czech republic	203			peer route|<country>czech republic|<region>europe
1273:22234	1273	1273	22234		Europe	Faroe islands	234			peer route|<country>faroe islands|<region>europe
1273:22440	1273	1273	22440		Europe	Lithuania	440			peer route|<country>lithuania|<region>europe
1273:22300	1273	1273	22300		Europe	Greece	300			peer route|<country>greece|<region>europe
1273:22100	1273	1273	22100		Europe	Bulgaria	100			peer route|<country>bulgaria|<region>europe
1273:22616	1273	1273	22616		Europe	Poland	616			peer route|<country>poland|<region>europe
1273:22056	1273	1273	22056		Europe	Belgium	056			peer route|<country>belgium|<region>europe
1273:22246	1273	1273	22246		Europe	Finland	246			peer route|<country>finland|<region>europe
1273:22470	1273	1273	22470		Europe	Malta	470			peer route|<country>malta|<region>europe
1273:22642	1273	1273	22642		Europe	Romania	642			peer route|<country>romania|<region>europe
1273:22191	1273	1273	22191		Europe	Croatia	191			peer route|<country>croatia (local name: hrvatska)|<region>europe
1273:22348	1273	1273	22348		Europe	Hungary	348			peer route|<country>hungary|<region>europe
1273:22804	1273	1273	22804		Europe	Ukraine	804			peer route|<country>ukraine|<region>europe
1273:22352	1273	1273	22352		Europe	Iceland	352			peer route|<country>iceland|<region>europe
1273:22528	1273	1273	22528		Europe	Netherlands	528			peer route|<country>netherlands|<region>europe
1273:22703	1273	1273	22703		Europe	Slovakia	703			peer route|<country>slovakia (slovak republic)|<region>europe
1273:22438	1273	1273	22438		Europe	Liechtenstein	438			peer route|<country>liechtenstein|<region>europe
1273:22752	1273	1273	22752		Europe	Sweden	752			peer route|<country>sweden|<region>europe
1273:25076	1273	1273	25076		South America	Brazil	076			peer route|<country>brazil|<region>south america
1273:25862	1273	1273	25862		South America	Venezuela	862			peer route|<country>venezuela|<region>south america
1273:25604	1273	1273	25604		South America	Peru	604			peer route|<country>peru|<region>south america
1273:25858	1273	1273	25858		South America	Uruguay	858			peer route|<country>uruguay|<region>south america
1273:25170	1273	1273	25170		South America	Colombia	170			peer route|<country>colombia|<region>south america
1273:25032	1273	1273	25032		South America	Argentina	032			peer route|<country>argentina|<region>south america
1273:25218	1273	1273	25218		South America	Ecuador	218			peer route|<country>ecuador|<region>south america
1273:25238	1273	1273	25238		South America	Falkland islands(malvinas)	238			peer route|<country>falkland islands (malvinas)|<region>south america
1273:25328	1273	1273	25328		South America	Guyana	328			peer route|<country>guyana|<region>south america
1273:25254	1273	1273	25254		South America	French guiana	254			peer route|<country>french guiana|<region>south america
1273:25068	1273	1273	25068		South America	Bolivia	068			peer route|<country>bolivia|<region>south america
1273:25740	1273	1273	25740		South America	Suriname	740			peer route|<country>suriname|<region>south america
1273:25074	1273	1273	25074	South America, Bouvet Island	South America	Bouvet Island	074			peer route|<country>bouvet island|<region>south america
1273:25239	1273	1273	25239	South America, south georgia and south sandwich islands	South Georgia	South sandwich islands	239			peer route|<country>south georgia & south sandwich islands|<region>south america
1273:25152	1273	1273	25152	South America, Chile	South America	Chile	152			peer route|<country>chile|<region>south america
1273:25600	1273	1273	25600	South America, Paraguay	South America	Paraguay	600			peer route|<country>paraguay|<region>south america
										
209:64983	209	209	64983							prepend three times to CST peers
209:64981	209	209	64981							prepend once to CST peers
209:64991	209	209	64991							prepend once to PST peers
209:64993	209	209	64993							prepend three times to PST peers
209:64973	209	209	64973							prepend three times to EST peers
209:64982	209	209	64982							prepend twice to CST peers
209:64992	209	209	64992							prepend twice to PST peers
209:64972	209	209	64972							prepend twice to EST peers
209:64971	209	209	64971							prepend once to EST peers
209:999	209	209	999							used for announcing routes greater than /24 (will not be passed to peers) May need to be arranged first
209:888	209	209	888							Do not announce to peers
209:64990	209	209	64990							do not announce to PST peers
209:64970	209	209	64970							do not announce to EST peers
209:64980	209	209	64980							do not announce to CST peers
209:888	209	209	888							Peer learned route - Customer learned route not passed to peers
209:209	209	209	209							Qwest route/Qwest Customer - Customer learned route not passed to peers
209:80	209	209	80							Set Local Pref to 80
209:90	209	209	90							Set Local Pref to 90
209:70	209	209	70							Set Local Pref to 70
209:64660	209	209	64660							Cogent 174
209:64590	209	209	64590							XO 2828
209:64760	209	209	64760							TW Telecom 4323
209:64530	209	209	64530							ATT 7018
209:64810	209	209	64810							Telecom Italia 6762
209:64550	209	209	64550							Verizon (UUNet) 701
209:64580	209	209	64580							NTT Verio 2914
209:64740	209	209	64740							Deutsche Telekom 3320
209:64540	209	209	64540							Sprint 1239
209:64640	209	209	64640							China Telecom 4134
209:64700	209	209	64700							Reach 4637
209:64630	209	209	64630							France Telecom 5511
209:64790	209	209	64790							Reliance Globalcom 15412
209:64560	209	209	64560							Level 3 3356
209:64720	209	209	64720							Tinet (Tiscali) 3257
209:64770	209	209	64770							China Unicom 4837
209:64710	209	209	64710							Reach Japan 9225
209:64570	209	209	64570							Savvis 3561
209:64680	209	209	64680							LG U-Plus (DACOM) 3786
209:64730	209	209	64730							PCCW 3491
209:64780	209	209	64780							PACNET 10026
209:64600	209	209	64600							Global Crossing 3549
209:64520	209	209	64520							All peers
209:64690	209	209	64690							TeliaSonera 1299
209:64750	209	209	64750							Telefonica 12956
209:64800	209	209	64800							Cable Wireless 1273
209:64650	209	209	64650							Tata 6453
209:64610	209	209	64610							AboveNet 6461
209:0	209	209	0							Blackhole
65535:0	65535	65535	0							lower local-pref to minimum (1) - BGP graceful shutdown
286:70	286	286	70							lower local preference of route inside AS286 to 91
286:80	286	286	80							lower local preference of route inside AS286 to 94
286:90	286	286	90							lower local preference of route inside AS286 to 97
286:4044	286	286	4044			Germany		Karlsruhe		DE - ksrh-s1 (Karlsruhe, Techpark / Emmy-Noether-Str.) (legacy)
286:4030	286	286	4030			Austria		Vienna		AT - wien-s1 (Vienna, University) (legacy)
286:4080	286	286	4080			Turkey		Ankara		TR - ankr-s1 (Ankara, Turkcell Superonline)
286:4601	286	286	4601			Hong Kong		Hong Kong		CN - honk-s2 (Hong Kong, Mega iAdvantage)
286:4038	286	286	4038			Ireland		Dublin		IE - dbln-s2 (Dublin, Data Electronics U7)
286:3045	286	286	3045			Denmark	208			Denmark
286:4042	286	286	4042			Germany		Stuttgart	Breitwiesenstraße	DE - stgt-s1 (Stuttgart-Vaihingen, Breitwiesenstr.)
286:4009	286	286	4009			Holand		Amsterdam		KPN National (Amsterdam CC59) (legacy)
286:3047	286	286	3047			Norway	578			Norway
286:4061	286	286	4061			United Kingdom		Manchester		UK - mchr-s1 (Manchester, Telecity Kilburn House)
286:4048	286	286	4048			Germany		Bremen		DE - brm-s1 (Bremen, Sirius Park)
286:4506	286	286	4506			Uniter States		San Jose		US - sjca-s1 (San Jose, Equinix SV1)
286:4047	286	286	4047			Germany		Barleben		DE - brlb-s1 (Barleben, An der Sülze) (legacy)
286:3049	286	286	3049			Germany	276			Germany
286:4040	286	286	4040			Germany		Nürnberg		DE - nbg-s1 (Nürnberg, Deutschherrnstr.)
286:4515	286	286	4515			Netherlands		Haarlem	Evoswitch	NL - hlm-s1 (Haarlem, Evoswitch)
286:4521	286	286	4521			Netherlands		Burum		NL - bura (Burum, Wytsmaweg)
286:4021	286	286	4021			Italy		Milan		IT - mla-s1 (Milan, KPNQWest IT)
286:3086	286	286	3086			China	156			China
286:4007	286	286	4007			Holand		Amsterdam		KPN National (Amsterdam PBW) (legacy)
286:4527	286	286	4527			Germany		Kehl	Hafenstraße	DE - kehl-s2 (Kehl, Hafenstr.)
286:3033	286	286	3033			France	250			France
286:3043	286	286	3043			Austria	040			Austria
286:4501	286	286	4501			United States		New York	TelX, Hudson 60	US - nyk-s1 (New York, TelX, Hudson 60)
286:4039	286	286	4039			Portugal		Lisbon	Telvent Carrier House	PT - lsb-s2 (Lisbon, Telvent Carrier House) (legacy)
286:4502	286	286	4502			United States		New York	8th Avenue 111	US - nyk-s2 (New York, Switch and Data / 8th Avenue 111)
286:4017	286	286	4017			Germany		Hamburg	Wendenstr. 251	DE - hmb-s2 (Hamburg, Wendenstr. 251)
286:4531	286	286	4531			Turkey		Gebze		TR - gbze-s1 (Gebze, Turkcell Superonline)
286:4991	286	286	4991			North America	840			North America
286:4510	286	286	4510			United States		Miami		US - miaf-s1 (Miami, Terremark)
286:4511	286	286	4511			United States		Los Angeles		US - lags-s1 (Los Angeles, CoreSite)
286:3351	286	286	3351			Portugal	620			Portugal
286:4524	286	286	4524			Netherlands		Den Haag	Prinses Beatrixlaan	NL - gv2 (Den Haag, Prinses Beatrixlaan) (legacy)
286:4041	286	286	4041			Germany		Karlsruhe		DE - ksrh-s2 (Karlsruhe, Techpark / TelemaxX IP-Center-2) (legacy)
286:4029	286	286	4029			Austria		Vienna	Louis-Häfliger-Gasse 10, 1210 Wien, Austria	AT - wien-s2 (Vienna, Interxion)
286:4004	286	286	4004			Netherlands		Den Haag		KPN National (Den Haag DC2) (legacy)
286:4505	286	286	4505			United States		Dallas		US - dlls-s1 (Dallas, DA1)
286:4051	286	286	4051			Netherlands		Oude Meer	Anthony Fokkerpark	NL - oudmr-s1 (Oude Meer, Anthony Fokkerpark)
286:3420	286	286	3420			Czech republic	203			Czech Republic
286:4503	286	286	4503			United States		Ashburn		US - ahbn-s1 (Ashburn, Equinix DC5)
286:4012	286	286	4012			Netherlands		Rotterdam	Anthony Fokkerweg	NL - rt2 (Rotterdam, Anthony Fokkerweg)
286:4023	286	286	4023			Norway		Oslo		NO - oslo-s1 (Oslo, BaneTele AS)
286:4056	286	286	4056			Spain		Barcelona		ES - bcln-s1 (Barcelona, Telvent Carrier House)
286:4008	286	286	4008			Holand		Amsterdam		KPN National (Amsterdam Telecity) (legacy)
286:4026	286	286	4026			France		Paris		FR - prs-s1 (Paris) (legacy)
286:4517	286	286	4517			Netherlands		Amsterdam		NL - asd-s6 (Amsterdam, Telecity 1)
286:4043	286	286	4043			Germany		Mannheim	Markircher Straße	DE - mnh-s1 (Mannheim, Markircher Str.) (legacy)
286:4513	286	286	4513			Netherlands		Amsterdam	Luttenbergweg 4	NL - asd-s15 (Amsterdam, Equinix AM1)
286:4037	286	286	4037			Poland		Warsaw		PL - wsw-s1 (Warsaw, LIM / PLIX)
286:3358	286	286	3358			Finland	246			Finland
286:3041	286	286	3041			Switzerland	756			Switzerland
286:4003	286	286	4003			Netherlands		Utrecht		KPN National (Utrecht DC2) (legacy)
286:4058	286	286	4058			Turkey		Istanbul Uskudar		TR - itb-s1 (Istanbul Uskudar, KocNET) (legacy)
286:3353	286	286	3353			Ireland	372			Ireland
286:3048	286	286	3048			Poland	616			Poland
286:4520	286	286	4520			Germany		Berlin		DE - blnb-s3 (Berlin, Speedbone)
286:4065	286	286	4065			Czech republic		Prague		CZ - pra-s1 (Prague, Sitel)
286:4027	286	286	4027			Sweden		Stockholm		SE - sthm-s1 (Stockholm, Interxion)
286:4066	286	286	4066			Netherlands		Amsterdam		NL - asd-s14 (Amsterdam, Global Switch)
286:4512	286	286	4512			Netherlands		Almere		NL - alr-s1 (Almere, Cybercenter)
286:4994	286	286	4994			Africa				Africa
286:4530	286	286	4530			Germany		Frankfurt		DE - ffm-s7 (Frankfurt, E-Shelter) (legacy)
286:4057	286	286	4057			Germany		Hamburg		DE - hmb-s3 (Hamburg, Incolocate / Wendenstr. 379)
286:4016	286	286	4016			Switzerland		Meyrin	Esplanade des particules 1	CH - gnve-s1 (Geneve, CERN)
286:4006	286	286	4006			Holand		Amsterdam		KPN National (Amsterdam SARA) (legacy)
286:3031	286	286	3031			Netherlands	528			Netherlands
286:3352	286	286	3352			Luxemburg	442			Luxemburg
286:4036	286	286	4036			Slovakia		Bratislava	Kopcianska	SK - brlv-s1 (Bratislava, Kopcianska)
286:4046	286	286	4046			Germany		Essen	Kruppstraße	DE - essn-s1 (Essen, Kruppstr.) (legacy)
286:3007	286	286	3007			Russia	643			Russia
286:4024	286	286	4024			Sweden		Stockholm		SE - sthm-s2 (Stockholm, Telecity)
286:4055	286	286	4055			Belgium		Antwerpen	Noorderlaan	BE - ant-s1 (Antwerpen, Noorderlaan)
286:3090	286	286	3090			Turkey	792			Turkey
286:4522	286	286	4522			Netherlands		Burum	Wytsmaweg	NL - bura2 (Burum, Wytsmaweg)
286:4028	286	286	4028			France		Paris		FR - prs-s4 (Paris, Telehouse 2)
286:3039	286	286	3039			Italy	380			Italy
286:4516	286	286	4516			Netherlands		Amsterdam		NL - asd-s5 (Amsterdam, Sara)
286:4032	286	286	4032			France		Aubervilliers		FR - abvl-s1 (Aubervilliers, Interxion) (legacy)
286:4060	286	286	4060			Luxemburg		Luxemburg	5 Rue Eugène Ruppert	LU - lxbg-s3 (Luxembourg, EBRC) (legacy)
286:4054	286	286	4054			United Kingdom		London	Coriander Avenue	UK - ldn-s10 (London, Telehouse North / Coriander Avenue)
286:4020	286	286	4020			Spain		Madrid		ES - mdd-s2 (Madrid, Carrier House 2)
286:4019	286	286	4019			United Kingdom		London	Coriander Avenue	UK - ldn-s2 (London, Telehouse East / Coriander Avenue)
286:3046	286	286	3046			Sweden	752			Sweden
286:4995	286	286	4995			Australia	036			Australia
286:4052	286	286	4052			United Kingdom		London	Bonnington Square	UK - ldn-s3 (London, Telecity Bonnington House)
286:4526	286	286	4526			Turkey		Istanbul		TR - itb-s3 (Istanbul, Camlica Is Merkezi)
286:4022	286	286	4022			Germany		Munich	Arnulfstrasse	DE - mchn-s1 (Munich, Seibelstr./Arnulfstr.)
286:4528	286	286	4528			United Kingdom		Runcorn		UK - rncn-s1 (Runcorn, The Babbage Center)
286:3421	286	286	3421			Slovakia	703			Slovakia
286:4045	286	286	4045			Germany		Cologne		DE - koln-s1 (Cologne, GIP Park) (legacy)
286:4062	286	286	4062			Luxemburg		Bettembourg		LU - bmbg-s1 (Bettembourg, Luxconnect DC1)
286:4514	286	286	4514			Netherlands		Amstelveen		NL - asd-s16 (Amstelveen, IDC Infonet NL)
286:3034	286	286	3034			Spain	724			Spain
286:3852	286	286	3852			Hong Kong		Hong Kong		Hong Kong
286:4504	286	286	4504			United States		Chicago	350 East Cermak Rd	US - chg-s1 (Chicago, Equinix CH1)
286:4035	286	286	4035			Germany	276			DE - dssd-s3 (Interxion)
286:3032	286	286	3032			Belgium	056			Belgium
286:4010	286	286	4010			Netherlands		Amsterdam	Barbara Strozzilaan	NL - asd2 (Amsterdam, Barbara Strozzilaan)
286:4053	286	286	4053			United Kingdom		London	Greenvwich	UK - ldn-s1 (London, Telelinks / Greenwich view place)
286:4033	286	286	4033			Germany		Hannover	Vahrenwalder Straße	DE - hnvr-s1 (Hannover, Vahrenwalderstr.) (legacy)
286:4015	286	286	4015			Germany		Frankfurt	Kleyerstraße 90	DE - ffm-s1 (Frankfurt, Equinix FR5 / Kleyerstr. 90)
286:4013	286	286	4013			Belgium		Brussels	Excelsiorlaan	BE - zvtm-s1 (Brussels, Excelsiorlaan)
286:4992	286	286	4992			South Africa	710			South America
286:3065	286	286	3065			Singapore	702			Singapore
286:4529	286	286	4529			Belgium		Brussels		BE - zvtm-s4 (Brussels, Interxion)
286:4005	286	286	4005			Holand		Amsterdam		KPN National (Amsterdam Nikhef) (legacy)
286:3001	286	286	3001			United States	840			Unites States
286:4001	286	286	4001			Holand		Amsterdam		KPN National (Amsterdam DC2) (legacy)
286:4031	286	286	4031			Switzerland		Zurich		CH - zrch-s1 (Zürich, IX Europe)
286:4990	286	286	4990			Europe				Europe
286:4059	286	286	4059			Denmark		Copenhagen		DK - kbhv-s1 (Copenhagen, Telia PowerCom)
286:4993	286	286	4993			Asia				Asia
286:4519	286	286	4519			Netherlands		Amsterdam		NL - asd-s8 (Amsterdam, Telecity 2)
286:4011	286	286	4011			Germany		Velten		DE - blnb-s1 (Velten, Am Jägerberg) (legacy)
286:4049	286	286	4049			Germany		Leipzig	Döbichauer Straße	DE - lzg-s1 (Leipzig, Döbichauer Str.) (legacy)
286:4018	286	286	4018			Finland		Helsinki		FI - hski-s1 (Helsinki, Linnoitustie)
286:4518	286	286	4518			Holand		Amsterdam		NL - asd-s7 (Amsterdam, Interxion AMS3)
286:4014	286	286	4014			Germany		Frankfurt		DE - ffm-s2 (Frankfurt, Interxion FRA2)
286:4523	286	286	4523			Germany		Frankfurt		DE - ffm-s6 (Frankfurt, Interxion FRA4)
286:4025	286	286	4025			France		Nanterre		FR - nntr-s1 (Nanterre, Le Capitole)
286:4002	286	286	4002			Holland		Rotterdam		KPN National (Rotterdam DC2) (legacy)
286:4034	286	286	4034			Germany		Düsseldorf	Vogelsanger Weg	DE - dssd-s2 (Düsseldorf, Vogelsanger Weg)
286:4063	286	286	4063			Netherlands		Schiphol Rijk		NL - asd-s17 (Schiphol Rijk, Interxion AMS5)
286:4050	286	286	4050			Netherlands		Aalsmeer	Lakenblekerstraat	NL - asmr-s1 (Aalsmeer, Lakenblekerstraat)
286:3044	286	286	3044			United Kingdom	826			United Kingdom
286:1214	286	286	1214							prepend 4x towards Equinix San Jose
286:1074	286	286	1074							prepend 4x towards LINX
286:1144	286	286	1144							prepend 4x towards NOTA
286:1024	286	286	1024							prepend 4x towards NL-IX
286:1121	286	286	1121							prepend 1x towards Equinix Palo Alto
286:1172	286	286	1172							prepend 2x towards Equinix Ashburn
286:1114	286	286	1114							prepend 4x towards VIX
286:1072	286	286	1072							prepend 2x towards LINX
286:1142	286	286	1142							prepend 2x towards NOTA
286:1271	286	286	1271							prepend 1x towards R_ix Rotterdam
286:1124	286	286	1124							prepend 4x towards Equinix Palo Alto
286:43	286	286	43							prepend three times to US peers
286:1272	286	286	1272							prepend 2x towards R_ix Rotterdam
286:1253	286	286	1253							prepend 3x towards FL-IX (Florida)
286:1012	286	286	1012							prepend 2x towards AMS-IX
286:74	286	286	74							prepend four times to Asian peers
286:41	286	286	41							prepend one time to US peers
286:11164	286	286	11164							no prepend towards DECIX HH
286:1212	286	286	1212							prepend 2x towards Equinix San Jose
286:1273	286	286	1273							prepend 3x towards R_ix Rotterdam
286:1183	286	286	1183							prepend 3x towards Equinix Chicago
286:1102	286	286	1102							prepend 2x towards N-IX
286:11254	286	286	11254							no prepend towards FL-IX (Florida)
286:1161	286	286	1161							prepend 1x towards DECIX HH
286:11024	286	286	11024							no prepend towards NL-IX
286:1104	286	286	1104							prepend 4x towards N-IX
286:1224	286	286	1224							prepend 4x towards ECIX Düsseldorf
286:11000	286	286	11000							prepend action already done
286:1174	286	286	1174							prepend 4x towards Equinix Ashburn
286:11184	286	286	11184							no prepend towards Equinix Chicago
286:1201	286	286	1201							prepend 1x towards Equinix New York
286:1154	286	286	1154							prepend 4x towards CIXP
286:1112	286	286	1112							prepend 2x towards VIX
286:11194	286	286	11194							no prepend towards Equinix Dallas
286:1151	286	286	1151							prepend 1x towards CIXP
286:1022	286	286	1022							prepend 2x towards NL-IX
286:1222	286	286	1222							prepend 2x towards ECIX Düsseldorf
286:1081	286	286	1081							prepend 1x towards DE-CIX FFM
286:1264	286	286	1264							prepend 4x towards ECIX Frankfurt
286:11174	286	286	11174							no prepend towards Equinix Ashburn
286:11214	286	286	11214							no prepend towards Equinix San Jose
286:11154	286	286	11154							no prepend towards CIXP
286:14	286	286	14							prepend four times to European peers
286:1213	286	286	1213							prepend 3x towards Equinix San Jose
286:1011	286	286	1011							prepend 1x towards AMS-IX
286:1103	286	286	1103							prepend 3x towards N-IX
286:1243	286	286	1243							prepend 3x towards BCIX Speedbone
286:1221	286	286	1221							prepend 1x towards ECIX Düsseldorf
286:11114	286	286	11114							no prepend towards VIX
286:1194	286	286	1194							prepend 4x towards Equinix Dallas
286:1073	286	286	1073							prepend 3x towards LINX
286:1262	286	286	1262							prepend 2x towards ECIX Frankfurt
286:1143	286	286	1143							prepend 3x towards NOTA
286:10079	286	286	10079							do not prepend to Asian peers
286:73	286	286	73							prepend three times to Asian peers
286:1223	286	286	1223							prepend 3x towards ECIX Düsseldorf
286:1101	286	286	1101							prepend 1x towards N-IX
286:1184	286	286	1184							prepend 4x towards Equinix Chicago
286:1193	286	286	1193							prepend 3x towards Equinix Dallas
286:11224	286	286	11224							no prepend towards ECIX Düsseldorf
286:42	286	286	42							prepend two times to US peers
286:10049	286	286	10049							do not prepend to US peers
286:44	286	286	44							prepend four times to US peers
286:1261	286	286	1261							prepend 1x towards ECIX Frankfurt
286:11274	286	286	11274							no prepend towards R_ix Rotterdam
286:1163	286	286	1163							prepend 3x towards DECIX HH
286:1173	286	286	1173							prepend 3x towards Equinix Ashburn
286:1192	286	286	1192							prepend 2x towards Equinix Dallas
286:11244	286	286	11244							no prepend towards BCIX Speedbone
286:1244	286	286	1244							prepend 4x towards BCIX Speedbone
286:1082	286	286	1082							prepend 2x towards DE-CIX FFM
286:11	286	286	11							prepend one time to European peers
286:11124	286	286	11124							no prepend towards Equinix Palo Alto
286:1111	286	286	1111							prepend 1x towards VIX
286:1254	286	286	1254							prepend 4x towards FL-IX (Florida)
286:1263	286	286	1263							prepend 3x towards ECIX Frankfurt
286:1204	286	286	1204							prepend 4x towards Equinix New York
286:1162	286	286	1162							prepend 2x towards DECIX HH
286:1084	286	286	1084							prepend 4x towards DE-CIX FFM
286:72	286	286	72							prepend two times to Asian peers
286:1122	286	286	1122							prepend 2x towards Equinix Palo Alto
286:1251	286	286	1251							prepend 1x towards FL-IX (Florida)
286:11204	286	286	11204							no prepend towards Equinix New York
286:1242	286	286	1242							prepend 2x towards BCIX Speedbone
286:11084	286	286	11084							no prepend towards DE-CIX FFM
286:10019	286	286	10019							do not prepend to European peers
286:11014	286	286	11014							no prepend towards AMS-IX
286:1153	286	286	1153							prepend 3x towards CIXP
286:1014	286	286	1014							prepend 4x towards AMS-IX
286:1021	286	286	1021							prepend 1x towards NL-IX
286:1164	286	286	1164							prepend 4x towards DECIX HH
286:1182	286	286	1182							prepend 2x towards Equinix Chicago
286:12	286	286	12							prepend two times to European peers
286:1013	286	286	1013							prepend 3x towards AMS-IX
286:11074	286	286	11074							no prepend towards LINX
286:1241	286	286	1241							prepend 1x towards BCIX Speedbone
286:1152	286	286	1152							prepend 2x towards CIXP
286:1211	286	286	1211							prepend 1x towards Equinix San Jose
286:1202	286	286	1202							prepend 2x towards Equinix New York
286:11144	286	286	11144							no prepend towards NOTA
286:1252	286	286	1252							prepend 2x towards FL-IX (Florida)
286:13	286	286	13							prepend three times to European peers
286:1171	286	286	1171							prepend 1x towards Equinix Ashburn
286:71	286	286	71							prepend one time to Asian peers
286:1181	286	286	1181							prepend 1x towards Equinix Chicago
286:1123	286	286	1123							prepend 3x towards Equinix Palo Alto
286:1203	286	286	1203							prepend 3x towards Equinix New York
286:1113	286	286	1113							prepend 3x towards VIX
286:1071	286	286	1071							prepend 1x towards LINX
286:1141	286	286	1141							prepend 1x towards NOTA
286:1023	286	286	1023							prepend 3x towards NL-IX
286:1191	286	286	1191							prepend 1x towards Equinix Dallas
286:11264	286	286	11264							no prepend towards ECIX Frankfurt
286:1083	286	286	1083							prepend 3x towards DE-CIX FFM
286:11104	286	286	11104							no prepend towards N-IX
286:1274	286	286	1274							prepend 4x towards R_ix Rotterdam
286:1010	286	286	1010							do-not-announce to AMS-IX
286:1210	286	286	1210							do-not-announce to Equinix San Jose
286:3801	286	286	3801							interface route, public address space (legacy)
286:3903	286	286	3903							Access / Access-internal re-advertised route
286:3009	286	286	3009							AS286 originated "allocation" announced only in Asia (legacy)
286:1100	286	286	1100							do-not-announce to N-IX
286:3800	286	286	3800							interface route, internal address space (legacy)
286:3005	286	286	3005							AS286 originated "allocation" announced only in South America (legacy)
286:1220	286	286	1220							do-not-announce to ECIX Düsseldorf
286:28601	286	286	28601							local eBGP learned route
286:1240	286	286	1240							do-not-announce to BCIX Speedbone
286:1250	286	286	1250							do-not-announce to FL-IX (Florida)
286:1120	286	286	1120							do-not-announce to Equinix Palo Alto
286:49	286	286	49							do not announce to US peers
286:1200	286	286	1200							do-not-announce to Equinix New York
286:3000	286	286	3000							AS286 originated "allocation"
286:3803	286	286	3803							more specific of AS286 "allocation"
65535:65282	286	65535	65282							do not advertise beyond direct attached PE
286:1020	286	286	1020							do-not-announce to NL-IX
286:28667	286	286	28667							erBH / rtsdCos helper
286:1070	286	286	1070							do-not-announce to LINX
286:3002	286	286	3002							AS286 originated "allocation" announced only in Africa (legacy)
286:1140	286	286	1140							do-not-announce to NOTA
65535:65281	286	65535	65281							do not export to any customer or peer of AS286
286:1160	286	286	1160							do-not-announce to DECIX HH
286:19	286	286	19							do not announce to European peers
286:3902	286	286	3902							IGP re-advertised route
286:3810	286	286	3810							more specific of customer PI space
286:1170	286	286	1170							do-not-announce to Equinix Ashburn
286:3999	286	286	3999							de-aggregated AS286 "allocation" (for announcement)
286:1110	286	286	1110							do-not-announce to VIX
286:1270	286	286	1270							do-not-announce to R_ix Rotterdam
286:1180	286	286	1180							do-not-announce to Equinix Chicago
286:1260	286	286	1260							do-not-announce to ECIX Frankfurt
286:3802	286	286	3802							static route (legacy)
286:28655	286	286	28655							rt(s)dCos active (change CoS)
286:3004	286	286	3004							AS286 originated "allocation" announced only in North America (legacy)
286:3900	286	286	3900							static or aggregate route
286:1150	286	286	1150							do-not-announce to CIXP
286:3006	286	286	3006							AS286 originated "allocation" announced only in Australia (legacy)
286:1080	286	286	1080							do-not-announce to DE-CIX FFM
286:3901	286	286	3901							interface / connected route
286:79	286	286	79							do not announce to Asian peers
286:3811	286	286	3811							IX (Internet Exchange) space AS286 is present
286:3876	286	286	3876							"unclassified" connected, static, aggregate route
286:3809	286	286	3809							customer PI space announced by AS286
286:1190	286	286	1190							do-not-announce to Equinix Dallas
286:3808	286	286	3808							more specific of AS286 allocation static routes to customer (legacy)
286:3003	286	286	3003							AS286 originated "allocation" announced only in Europe (legacy)
286:28666	286	286	28666							blackhole helper
